"UNIPROT","SYMBOL","logFC","adj.P.Val","pathway_id","pathway_name","is_AGRN","direction","significant"
"Q15185","PTGES3",0.498961498046647,0.470752272774601,"R-HSA-1430728","Homo sapiens: Metabolism",FALSE,"up",FALSE
"P0DP25","CALM1",-0.34421792054308,0.235988097217771,"R-HSA-1430728","Homo sapiens: Metabolism",FALSE,"down",FALSE
"P16671","CD36",-0.261180305008047,0.613529932435999,"R-HSA-1430728","Homo sapiens: Metabolism",FALSE,"down",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-71387","Homo sapiens: Metabolism of carbohydrates and carbohydrate derivatives",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-71387","Homo sapiens: Metabolism of carbohydrates and carbohydrate derivatives",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-71387","Homo sapiens: Metabolism of carbohydrates and carbohydrate derivatives",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-71387","Homo sapiens: Metabolism of carbohydrates and carbohydrate derivatives",FALSE,"down",FALSE
"P16070","CD44",1.70946175156405,0.000708128751407232,"R-HSA-71387","Homo sapiens: Metabolism of carbohydrates and carbohydrate derivatives",FALSE,"up",TRUE
"P30153","PPP2R1A",0.691686750544797,0.0383105738920348,"R-HSA-71387","Homo sapiens: Metabolism of carbohydrates and carbohydrate derivatives",FALSE,"up",TRUE
"P0DP25","CALM1",-0.34421792054308,0.235988097217771,"R-HSA-71387","Homo sapiens: Metabolism of carbohydrates and carbohydrate derivatives",FALSE,"down",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-6806667","Homo sapiens: Metabolism of fat-soluble vitamins",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-6806667","Homo sapiens: Metabolism of fat-soluble vitamins",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-6806667","Homo sapiens: Metabolism of fat-soluble vitamins",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-6806667","Homo sapiens: Metabolism of fat-soluble vitamins",FALSE,"down",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-196854","Homo sapiens: Metabolism of vitamins and cofactors",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-196854","Homo sapiens: Metabolism of vitamins and cofactors",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-196854","Homo sapiens: Metabolism of vitamins and cofactors",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-196854","Homo sapiens: Metabolism of vitamins and cofactors",FALSE,"down",FALSE
"P0DP25","CALM1",-0.34421792054308,0.235988097217771,"R-HSA-196854","Homo sapiens: Metabolism of vitamins and cofactors",FALSE,"down",FALSE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-375165","Homo sapiens: NCAM signaling for neurite out-growth",TRUE,"up",TRUE
"P01111","NRAS",1.48801438346512,0.372305707489942,"R-HSA-375165","Homo sapiens: NCAM signaling for neurite out-growth",FALSE,"up",FALSE
"Q13813","SPTAN1",0.483220684943696,0.170824112614418,"R-HSA-375165","Homo sapiens: NCAM signaling for neurite out-growth",FALSE,"up",FALSE
"P62993","GRB2",0.34384955984094,0.349628977781601,"R-HSA-375165","Homo sapiens: NCAM signaling for neurite out-growth",FALSE,"up",FALSE
"P28482","MAPK1",0.131577872102902,0.654468952507214,"R-HSA-375165","Homo sapiens: NCAM signaling for neurite out-growth",FALSE,"up",FALSE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-419037","Homo sapiens: NCAM1 interactions",TRUE,"up",TRUE
"P17301","ITGA2",3.94950109445937,4.56355346937978e-05,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"P05556","ITGB1",3.05007125354915,6.47675261860327e-05,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-9675108","Homo sapiens: Nervous system development",TRUE,"up",TRUE
"P06756","ITGAV",2.30490813666285,0.000216355170911548,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"P11047","LAMC1",2.1503320550259,0.000154937358266977,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"Q71U36","TUBA1A",2.03928735792322,0.00863742369297787,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"P01111","NRAS",1.48801438346512,0.372305707489942,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",FALSE
"O15144","ARPC2",-1.35812689941895,0.00126175095051445,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"down",TRUE
"P08134","RHOC",1.27506274532785,0.00334945325671794,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"P68363","TUBA1B",1.19069343476805,0.00264938841860455,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"P23528","CFL1",1.08753009426028,0.00368134428070063,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"P07737","PFN1",1.07587436041013,0.0312193034731491,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"P61586","RHOA",0.893185020661484,0.0209950607597007,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"P60709","ACTB",0.553264694573404,0.0491781695084405,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",TRUE
"O15511","ARPC5",-0.549641408268869,0.315129074224031,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"down",FALSE
"P11940","PABPC1",0.517935421774801,0.174880670574225,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",FALSE
"Q13813","SPTAN1",0.483220684943696,0.170824112614418,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",FALSE
"P35579","MYH9",0.437691410362646,0.0911323355978355,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",FALSE
"P62993","GRB2",0.34384955984094,0.349628977781601,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",FALSE
"P28482","MAPK1",0.131577872102902,0.654468952507214,"R-HSA-9675108","Homo sapiens: Nervous system development",FALSE,"up",FALSE
"P02751","FN1",5.71190413653133,3.23875287666273e-05,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P17301","ITGA2",3.94950109445937,4.56355346937978e-05,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P05556","ITGB1",3.05007125354915,6.47675261860327e-05,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",TRUE,"up",TRUE
"P55268","LAMB2",2.97025364331254,0.00696998449304999,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P06756","ITGAV",2.30490813666285,0.000216355170911548,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P11047","LAMC1",2.1503320550259,0.000154937358266977,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"down",FALSE
"P16144","ITGB4",1.98351511288602,0.000273634882900169,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P23229","ITGA6",1.56154925940134,0.000422556994861413,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P60709","ACTB",0.553264694573404,0.0491781695084405,"R-HSA-3000171","Homo sapiens: Non-integrin membrane-ECM interactions",FALSE,"up",TRUE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-9833110","Homo sapiens: RSV-host interactions",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-9833110","Homo sapiens: RSV-host interactions",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-9833110","Homo sapiens: RSV-host interactions",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-9833110","Homo sapiens: RSV-host interactions",FALSE,"down",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-9820952","Homo sapiens: Respiratory Syncytial Virus Infection Pathway",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-9820952","Homo sapiens: Respiratory Syncytial Virus Infection Pathway",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-9820952","Homo sapiens: Respiratory Syncytial Virus Infection Pathway",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-9820952","Homo sapiens: Respiratory Syncytial Virus Infection Pathway",FALSE,"down",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-9820960","Homo sapiens: Respiratory syncytial virus (RSV) attachment and entry",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-9820960","Homo sapiens: Respiratory syncytial virus (RSV) attachment and entry",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-9820960","Homo sapiens: Respiratory syncytial virus (RSV) attachment and entry",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-9820960","Homo sapiens: Respiratory syncytial virus (RSV) attachment and entry",FALSE,"down",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-975634","Homo sapiens: Retinoid metabolism and transport",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-975634","Homo sapiens: Retinoid metabolism and transport",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-975634","Homo sapiens: Retinoid metabolism and transport",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-975634","Homo sapiens: Retinoid metabolism and transport",FALSE,"down",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",TRUE
"P06748","NPM1",3.31134523684286,0.00863742369297787,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",TRUE
"P05556","ITGB1",3.05007125354915,6.47675261860327e-05,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",TRUE,"up",TRUE
"P61769","B2M",2.26227011810693,0.000165249161826686,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"down",FALSE
"P52292","KPNA2",1.49840356038263,0.0283347449377956,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",TRUE
"P61088","UBE2N",1.00647390740892,0.181752591730059,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",FALSE
"Q15185","PTGES3",0.498961498046647,0.470752272774601,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",FALSE
"Q15366","PCBP2",0.491318411631759,0.687436296610755,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",FALSE
"P62993","GRB2",0.34384955984094,0.349628977781601,"R-HSA-9679506","Homo sapiens: SARS-CoV Infections",FALSE,"up",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-9694516","Homo sapiens: SARS-CoV-2 Infection",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-9694516","Homo sapiens: SARS-CoV-2 Infection",TRUE,"up",TRUE
"P61769","B2M",2.26227011810693,0.000165249161826686,"R-HSA-9694516","Homo sapiens: SARS-CoV-2 Infection",FALSE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-9694516","Homo sapiens: SARS-CoV-2 Infection",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-9694516","Homo sapiens: SARS-CoV-2 Infection",FALSE,"down",FALSE
"P52292","KPNA2",1.49840356038263,0.0283347449377956,"R-HSA-9694516","Homo sapiens: SARS-CoV-2 Infection",FALSE,"up",TRUE
"P61088","UBE2N",1.00647390740892,0.181752591730059,"R-HSA-9694516","Homo sapiens: SARS-CoV-2 Infection",FALSE,"up",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-9709957","Homo sapiens: Sensory Perception",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"down",FALSE
"Q12792","TWF1",-1.46272632617664,0.00325212603292579,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"down",TRUE
"P62873","GNB1",0.722785871677132,0.0497436684950498,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"up",TRUE
"P60709","ACTB",0.553264694573404,0.0491781695084405,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"up",TRUE
"Q13813","SPTAN1",0.483220684943696,0.170824112614418,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"up",FALSE
"P35579","MYH9",0.437691410362646,0.0911323355978355,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"up",FALSE
"P0DP25","CALM1",-0.34421792054308,0.235988097217771,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"down",FALSE
"O00159","MYO1C",-0.0673810971478233,0.763934098263432,"R-HSA-9709957","Homo sapiens: Sensory Perception",FALSE,"down",FALSE
"P62805","H4C9",4.15574860143037,0.000160682799214974,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P68431","H3C1",3.43232626918039,0.0715891138917385,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P06748","NPM1",3.31134523684286,0.00863742369297787,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P05556","ITGB1",3.05007125354915,6.47675261860327e-05,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",TRUE,"up",TRUE
"Q14103","HNRNPD",-2.66041495386855,0.0710203433165112,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"down",FALSE
"P61769","B2M",2.26227011810693,0.000165249161826686,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"down",FALSE
"Q71U36","TUBA1A",2.03928735792322,0.00863742369297787,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P52292","KPNA2",1.49840356038263,0.0283347449377956,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P68363","TUBA1B",1.19069343476805,0.00264938841860455,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P61088","UBE2N",1.00647390740892,0.181752591730059,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P26599","PTBP1",-0.766290933983903,0.0946828648384656,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"down",FALSE
"P11940","PABPC1",0.517935421774801,0.174880670574225,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P62826","RAN",0.501775249638168,0.181866091758819,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"Q15185","PTGES3",0.498961498046647,0.470752272774601,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"Q15366","PCBP2",0.491318411631759,0.687436296610755,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"O00571","DDX3X",0.415603403972018,0.548724292840006,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P62993","GRB2",0.34384955984094,0.349628977781601,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P26368","U2AF2",-0.326217418369012,0.618335529585652,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"down",FALSE
"Q14240","EIF4A2",0.288161805463993,0.645345560609303,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"Q14204","DYNC1H1",0.184863940489038,0.488756911015193,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-2187338","Homo sapiens: Visual phototransduction",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"down",FALSE
"P62873","GNB1",0.722785871677132,0.0497436684950498,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"up",TRUE
"P0DP25","CALM1",-0.34421792054308,0.235988097217771,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"down",FALSE
