"UNIPROT","Symbol","logFC","adj.P.Val","degree","betweenness","CDS","rank_base","rank_sd","rank_min","rank_max","robustness_label","Symbol_biomat","Protein_Description","GO_BP","GO_CC","GO_MF","Theme_Vesicle_Trafficking","Theme_Motility_Signaling","Theme_Cell_Adhesion","Theme_Immune_Evasion","Num_Themes_Match","Localization","PubMed_hits"
"P52565","ARHGDIA",0.854389730062699,0.0170958130397314,4,0,0.176388726386393,51,1.39,50,54,"robust_candidate","ARHGDIA","Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]","Rho protein signal transduction; negative regulation of apoptotic process; regulation of Rho protein signal transduction; semaphorin-plexin signaling pathway; regulation of protein localization","cytoplasm; cytoskeleton; membrane; cytosol; immunological synapse; nucleus","protein binding; Rho GDP-dissociation inhibitor activity; GTPase activator activity",FALSE,TRUE,FALSE,FALSE,1,"intracellular",0
"P54652","HSPA2",-0.454695232590478,0.210896570971856,2,0,0.065495591768782,71,0.45,69,71,"robust_candidate","HSPA2","heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235]","response to cold; cell differentiation; spermatogenesis; response to unfolded protein; negative regulation of inclusion body assembly; response to heat; male meiotic nuclear division; spermatid development; male meiosis I; positive regulation of G2/M transition of mitotic cell cycle","nucleus; cytoplasm; membrane; cytosol; cytoskeleton; spindle; plasma membrane; blood microparticle; meiotic spindle; synaptonemal complex; male germ cell nucleus","ATP binding; enzyme binding; nucleotide binding; protein binding; unfolded protein binding; ATP hydrolysis activity; protein folding chaperone; disordered domain specific binding; heat shock protein binding; tau protein binding; protein-folding chaperone binding; glycolipid binding",FALSE,FALSE,FALSE,FALSE,0,"membrane",2
"P54725","RAD23A",-0.00389867251994147,0.992709140420354,2,0,0,73,0,73,73,"robust_candidate","RAD23A","RAD23 homolog A, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9812]","nucleotide-excision repair; proteasome-mediated ubiquitin-dependent protein catabolic process; DNA repair; DNA damage response; positive regulation of cell cycle; regulation of proteasomal ubiquitin-dependent protein catabolic process; positive regulation of viral genome replication; protein destabilization; UV-damage excision repair; positive regulation of proteasomal ubiquitin-dependent protein catabolic process","nucleus; cytosol; nucleoplasm; Golgi apparatus; proteasome complex; protein-containing complex; cytoplasm","protein binding; damaged DNA binding; polyubiquitin modification-dependent protein binding; single-stranded DNA binding; ubiquitin binding; proteasome binding; ubiquitin-specific protease binding; kinase binding",FALSE,FALSE,FALSE,FALSE,0,"intracellular",1
"P55268","LAMB2",2.97025364331254,0.00696998449304999,16,0.333333333333333,0.468667857340103,18,0.57,17,19,"robust_candidate","LAMB2","laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487]","cell adhesion; positive regulation of cell adhesion; positive regulation of muscle cell differentiation; regulation of basement membrane organization; positive regulation of integrin-mediated signaling pathway; cell morphogenesis; axon guidance; neuromuscular junction development; visual perception; astrocyte development; Schwann cell development; neuron projection development; axon extension involved in regeneration; synapse organization; radial glial cell differentiation; retina development in camera-type eye; metanephric podocyte development; metanephric glomerular basement membrane development","extracellular region; basement membrane; laminin-3 complex; extracellular matrix; endoplasmic reticulum lumen; laminin-11 complex; protein complex involved in cell-matrix adhesion; neuromuscular junction; synaptic cleft; synapse; laminin complex","protein binding; extracellular matrix structural constituent; structural molecule activity; integrin binding; structural constituent of synapse-associated extracellular matrix",FALSE,FALSE,TRUE,FALSE,1,"extracellular",3
"P61088","UBE2N",1.00647390740892,0.181752591730059,4,95,0.196125861999164,46,0.94,45,48,"robust_candidate","UBE2N","ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]","protein ubiquitination; DNA repair; DNA damage response; protein polyubiquitination; proteasome-mediated ubiquitin-dependent protein catabolic process; negative regulation of TORC1 signaling; T cell receptor signaling pathway; cellular response to nutrient levels; TORC1 signaling; positive regulation of NF-kappaB transcription factor activity; positive regulation of double-strand break repair; double-strand break repair via homologous recombination; postreplication repair; DNA double-strand break processing; ubiquitin-dependent protein catabolic process; regulation of DNA repair; protein monoubiquitination; positive regulation of canonical NF-kappaB signal transduction; positive regulation of DNA repair; positive regulation of protein K63-linked ubiquitination; positive regulation of intracellular signal transduction","nucleus; cytoplasm; nucleoplasm; ubiquitin ligase complex; cytosol; UBC13-MMS2 complex; protein-containing complex; ubiquitin conjugating enzyme complex","RNA binding; transferase activity; nucleotide binding; ATP binding; protein binding; ubiquitin protein ligase binding; ubiquitin-protein transferase activity; ubiquitin conjugating enzyme activity; ubiquitin binding; ubiquitin-protein transferase activator activity",FALSE,FALSE,FALSE,FALSE,0,"intracellular",3
"P61586","RHOA",0.893185020661484,0.0209950607597007,30,383.669891367871,0.357414616980802,26,1.27,24,29,"robust_candidate","RHOA","ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]","small GTPase-mediated signal transduction; cell division; mitotic cytokinesis; positive regulation of cell migration; wound healing, spreading of cells; skeletal muscle satellite cell migration; cell migration; positive regulation of canonical NF-kappaB signal transduction; regulation of cell migration; actin cytoskeleton organization; Roundabout signaling pathway; negative chemotaxis; regulation of actin cytoskeleton organization; cellular response to lipopolysaccharide; Rho protein signal transduction; cell junction assembly; cleavage furrow formation; positive regulation of protein serine/threonine kinase activity; establishment of epithelial cell apical/basal polarity; substantia nigra development; stress fiber assembly; positive regulation of T cell migration; positive regulation of non-canonical NF-kappaB signal transduction; positive regulation of cytokinesis; Wnt signaling pathway, planar cell polarity pathway; semaphorin-plexin signaling pathway; mitotic spindle assembly; substrate adhesion-dependent cell spreading; ossification involved in bone maturation; apical junction assembly; endothelial cell migration; cellular response to cytokine stimulus; positive regulation of leukocyte adhesion to vascular endothelial cell; positive regulation of lipase activity; regulation of focal adhesion assembly; aortic valve formation; positive regulation of stress fiber assembly; positive regulation of neuron differentiation; negative regulation of cell migration involved in sprouting angiogenesis; endothelial tube lumen extension; negative regulation of cell-substrate adhesion; cytoplasmic microtubule organization; regulation of osteoblast proliferation; bone trabecula morphogenesis; regulation of modification of postsynaptic structure; mitotic cleavage furrow formation; regulation of modification of postsynaptic actin cytoskeleton; cellular response to chemokine; motor neuron apoptotic process; cell morphogenesis; neuron migration; kidney development; angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure; regulation of systemic arterial blood pressure by endothelin; regulation of transcription by RNA polymerase II; cytoskeleton organization; cell adhesion; cell-matrix adhesion; skeletal muscle tissue development; regulation of neuron projection development; cerebral cortex cell migration; forebrain radial glial cell differentiation; cell differentiation; androgen receptor signaling pathway; negative regulation of intracellular steroid hormone receptor signaling pathway; positive regulation of podosome assembly; positive regulation of vascular associated smooth muscle contraction; regulation of neural precursor cell proliferation; negative regulation of motor neuron apoptotic process; alpha-beta T cell lineage commitment; odontogenesis; beta selection; positive regulation of alpha-beta T cell differentiation; regulation of microtubule cytoskeleton organization; negative regulation of oxidative phosphorylation; negative regulation of reactive oxygen species biosynthetic process","nucleus; cytoplasm; plasma membrane; membrane; cell projection; cytosol; cytoskeleton; focal adhesion; dendrite; lamellipodium; midbody; cell cortex; cell periphery; endoplasmic reticulum membrane; cytoplasmic side of plasma membrane; apical junction complex; secretory granule membrane; cell junction; glutamatergic synapse; postsynapse; dendritic spine; vesicle; endosome","GTPase activity; GTP binding; protein binding; hydrolase activity; nucleotide binding; protein kinase binding; G protein activity; myosin binding",TRUE,TRUE,TRUE,TRUE,4,"membrane",63
"P61769","B2M",2.26227011810693,0.000165249161826686,2,0,0.34303414140783,29,1.48,26,31,"robust_candidate","B2M","beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]","immune response; immune system process; antigen processing and presentation of peptide antigen via MHC class I; response to metal ion; positive regulation of T cell activation; positive regulation of receptor-mediated endocytosis; learning or memory; negative regulation of neurogenesis; antigen processing and presentation of exogenous peptide antigen via MHC class II; positive regulation of immune response; negative regulation of receptor-mediated endocytosis; transferrin transport; intracellular iron ion homeostasis; cellular response to iron ion; positive regulation of T cell cytokine production; antigen processing and presentation of endogenous peptide antigen via MHC class I; regulation of iron ion transport; negative regulation of iron ion transport; negative regulation of epithelial cell proliferation; protein homotetramerization; cellular response to nicotine; amyloid fibril formation; positive regulation of cellular senescence; negative regulation of forebrain neuron differentiation; T cell mediated cytotoxicity; positive regulation of T cell mediated cytotoxicity; response to molecule of bacterial origin; iron ion transport; negative regulation of neuron projection development; T cell differentiation in thymus; multicellular organismal-level iron ion homeostasis; cellular response to iron(III) ion; sensory perception of smell","extracellular region; extracellular space; membrane; cytosol; Golgi apparatus; plasma membrane; focal adhesion; endoplasmic reticulum; late endosome membrane; phagocytic vesicle membrane; HFE-transferrin receptor complex; endoplasmic reticulum lumen; specific granule lumen; tertiary granule lumen; ER to Golgi transport vesicle membrane; MHC class I peptide loading complex; lysosomal membrane; early endosome membrane; recycling endosome membrane; early endosome lumen","protein binding; structural molecule activity; identical protein binding; protein homodimerization activity; MHC class II protein complex binding",TRUE,FALSE,TRUE,TRUE,3,"extracellular",10
"P62826","RAN",0.501775249638168,0.181866091758819,6,95,0.173193935773952,52,0.51,51,53,"robust_candidate","RAN","RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]","nucleocytoplasmic transport; glycolytic process; cell division; protein transport; mitotic spindle organization; mitotic sister chromatid segregation; protein import into nucleus; mitotic cell cycle; protein export from nucleus; GTP metabolic process; DNA metabolic process; ribosomal large subunit export from nucleus; ribosomal small subunit export from nucleus; viral process; ribosomal subunit export from nucleus; protein localization; actin cytoskeleton organization; protein-containing complex localization; spermatid development; hippocampus development; pre-miRNA export from nucleus; snRNA import into nucleus; cellular response to mineralocorticoid stimulus; protein localization to nucleolus","nucleus; cytoplasm; membrane; nucleoplasm; cytosol; nuclear envelope; nucleolus; midbody; centriole; protein-containing complex; nuclear pore; chromatin; recycling endosome; male germ cell nucleus; manchette","GTPase activity; GTP binding; protein binding; RNA binding; hydrolase activity; metal ion binding; nucleotide binding; chromatin binding; G protein activity; cadherin binding; GDP binding; protein heterodimerization activity; pre-miRNA binding; nuclear export signal receptor activity; protein domain specific binding; protein-containing complex binding; importin-alpha family protein binding",FALSE,TRUE,FALSE,FALSE,1,"vesicle/exosome",78
"P62873","GNB1",0.722785871677132,0.0497436684950498,6,6.14855275443511,0.189104903997156,49,0.45,48,50,"robust_candidate","GNB1","G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]","signal transduction; G protein-coupled receptor signaling pathway; cellular response to prostaglandin E stimulus; Ras protein signal transduction; adenylate cyclase-activating dopamine receptor signaling pathway; cellular response to catecholamine stimulus; G protein-coupled acetylcholine receptor signaling pathway; phospholipase C-activating G protein-coupled receptor signaling pathway; cell population proliferation; sensory perception of taste; retina development in camera-type eye","heterotrimeric G-protein complex; lysosomal membrane; cytoplasm; plasma membrane; cytosol; extracellular vesicle; membrane; photoreceptor disc membrane; synapse; photoreceptor outer segment","protein binding; GTPase activity; protein-containing complex binding; signaling receptor complex adaptor activity; GTPase binding",TRUE,FALSE,FALSE,FALSE,1,"extracellular",0
"P62993","GRB2",0.34384955984094,0.349628977781601,10,45.9329684375512,0.172426487858588,53,1.02,50,53,"robust_candidate","GRB2","growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]","actin cytoskeleton organization; negative regulation of natural killer cell mediated cytotoxicity; T cell activation; epidermal growth factor receptor signaling pathway; signal transduction; T cell costimulation; Ras protein signal transduction; insulin receptor signaling pathway; regulation of MAPK cascade; positive regulation of reactive oxygen species metabolic process; signal transduction in response to DNA damage; receptor internalization; fibroblast growth factor receptor signaling pathway; positive regulation of actin filament polymerization; endodermal cell differentiation; negative regulation of epidermal growth factor receptor signaling pathway; anatomical structure formation involved in morphogenesis; branching involved in labyrinthine layer morphogenesis; Schwann cell development; myelination; insulin-like growth factor receptor signaling pathway; B cell receptor signaling pathway","nucleus; cytoplasm; Golgi apparatus; cytosol; endosome; centrosome; COP9 signalosome; plasma membrane; nucleoplasm; cell cortex; cell-cell junction; vesicle membrane; membrane","protein binding; RNA binding; identical protein binding; protein-macromolecule adaptor activity; ephrin receptor binding; protein domain specific binding; epidermal growth factor receptor binding; phosphotyrosine residue binding; protein kinase binding; insulin receptor substrate binding; neurotrophin TRKA receptor binding; guanyl-nucleotide exchange factor adaptor activity; transmembrane receptor protein tyrosine kinase adaptor activity; protein phosphatase binding",TRUE,TRUE,TRUE,FALSE,3,"membrane",9
"P67936","TPM4",-0.168809684631039,0.71889876674394,4,6.29484126984127,0.0737496712666727,69,0.39,68,70,"robust_candidate","TPM4","tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]","osteoblast differentiation; actin filament organization; platelet formation; muscle contraction","cytoplasm; membrane; cytoskeleton; focal adhesion; muscle thin filament tropomyosin; cytosol; actin filament; stress fiber; podosome; cortical cytoskeleton","calcium ion binding; metal ion binding; actin binding; protein binding; identical protein binding; protein homodimerization activity; protein heterodimerization activity; actin filament binding; structural constituent of muscle",FALSE,FALSE,TRUE,FALSE,1,"intracellular",2
"P98160","HSPG2",2.11658801495104,0.000293919518724457,16,5.62285898855666,0.45666558385913,20,0.64,18,21,"robust_candidate","HSPG2","heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]","cell differentiation; angiogenesis; brain development; circulatory system development; negative regulation of angiogenesis; receptor-mediated endocytosis; inflammatory response; response to hypoxia; positive regulation of endothelial cell proliferation; lipid metabolic process; negative regulation of cell adhesion; smoothened signaling pathway; embryo implantation; negative regulation of cell population proliferation; response to xenobiotic stimulus; animal organ regeneration","extracellular space; extracellular region; focal adhesion; basement membrane; extracellular matrix; plasma membrane; Golgi lumen; neuron projection; lysosomal lumen; plasma membrane protein complex","protein binding; calcium ion binding; metal ion binding; amyloid-beta binding; low-density lipoprotein particle receptor binding; extracellular matrix structural constituent conferring compression resistance",FALSE,FALSE,TRUE,FALSE,1,"extracellular",5
"Q08431","MFGE8",2.35691253763335,0.000362962488891334,4,0,0.373891147685226,24,0.66,24,26,"robust_candidate","MFGE8","milk fat globule EGF and factor V/VIII domain containing [Source:HGNC Symbol;Acc:HGNC:7036]","cell adhesion; angiogenesis; single fertilization; apoptotic cell clearance","extracellular region; extracellular space; membrane; cytoplasmic vesicle; acrosomal membrane; extracellular matrix; endoplasmic reticulum lumen; extracellular vesicle","extracellular matrix structural constituent; phosphatidylserine binding; integrin binding",TRUE,FALSE,TRUE,FALSE,2,"extracellular",64
"Q08722","CD47",0.976813900687574,0.0325607108953137,12,0,0.24228026971446,41,0.31,41,42,"robust_candidate","CD47","CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]","positive regulation of cell-cell adhesion; positive regulation of inflammatory response; positive regulation of phagocytosis; apoptotic process; cell adhesion; angiogenesis; inflammatory response; positive regulation of cell population proliferation; positive regulation of immune system process; cell-cell adhesion; positive regulation of T cell activation; negative regulation of phagocytosis; regulation of nitric oxide biosynthetic process; integrin-mediated signaling pathway; cell migration; ATP export; cellular response to type II interferon; positive regulation of stress fiber assembly; heterotypic cell-cell adhesion; cellular response to interleukin-1; cellular response to interleukin-12; regulation of Fc receptor mediated stimulatory signaling pathway; positive regulation of monocyte extravasation","plasma membrane; membrane; specific granule membrane; tertiary granule membrane","protein binding; cell-cell adhesion mediator activity; protein binding involved in heterotypic cell-cell adhesion",FALSE,TRUE,TRUE,TRUE,3,"membrane",73
"Q13813","SPTAN1",0.483220684943696,0.170824112614418,8,1.24166666666667,0.153845704285591,58,0.46,57,59,"robust_candidate","SPTAN1","spectrin alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]","actin filament capping; actin cytoskeleton organization; cytoskeleton organization","cytoplasm; cytoskeleton; microtubule cytoskeleton; plasma membrane; extracellular region; cell cortex; cortical actin cytoskeleton; cytosol; cell junction; membrane; specific granule lumen; tertiary granule lumen; extracellular vesicle; cell projection; spectrin","protein binding; calcium ion binding; metal ion binding; actin binding; calmodulin binding; structural constituent of cytoskeleton; cadherin binding; actin filament binding",TRUE,TRUE,TRUE,FALSE,3,"extracellular",1
"Q14103","HNRNPD",-2.66041495386855,0.0710203433165112,12,630.628735863619,0.444091393386107,21,0.59,20,23,"robust_candidate","HNRNPD","heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]","rhythmic process; positive regulation of macromolecule biosynthetic process; positive regulation of DNA-templated transcription; regulation of DNA-templated transcription; regulation of circadian rhythm; regulation of gene expression; regulation of mRNA stability; positive regulation of translation; positive regulation of transcription by RNA polymerase II; RNA catabolic process; RNA processing; CRD-mediated mRNA stabilization; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay; positive regulation of cytoplasmic translation; positive regulation of telomere capping; liver development; positive regulation of gene expression; negative regulation of gene expression; cerebellum development; response to estradiol; response to calcium ion; response to electrical stimulus; 3'-UTR-mediated mRNA destabilization; cellular response to amino acid stimulus; cellular response to estradiol stimulus; cellular response to nitric oxide; circadian regulation of translation; response to rapamycin; response to sodium phosphate; cellular response to putrescine; hepatocyte dedifferentiation; regulation of RNA metabolic process","nucleus; cytoplasm; nucleoplasm; ribonucleoprotein complex; chromatin; cytosol; mCRD-mediated mRNA stability complex; postsynaptic density; synapse; glutamatergic synapse","RNA binding; nucleic acid binding; DNA binding; protein binding; telomeric DNA binding; minor groove of adenine-thymine-rich DNA binding; chromatin binding; mRNA binding; mRNA 3'-UTR AU-rich region binding; histone deacetylase binding",FALSE,FALSE,FALSE,FALSE,0,"intracellular",11
"Q14204","DYNC1H1",0.184863940489038,0.488756911015193,10,101.02380952381,0.160069842880499,56,0.7,55,58,"robust_candidate","DYNC1H1","dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]","microtubule-based movement; cell division; mitotic spindle organization; cytoplasmic microtubule organization; positive regulation of intracellular transport; nuclear migration; regulation of mitotic spindle organization; retrograde axonal transport; positive regulation of spindle assembly; P-body assembly; stress granule assembly; establishment of spindle localization; regulation of metaphase plate congression","dynein complex; cytoplasm; membrane; cytoskeleton; microtubule; centrosome; extracellular region; axon cytoplasm; cytoplasmic dynein complex; cytosol; cytoplasmic microtubule; cell cortex; azurophil granule lumen; filopodium","ATP binding; ATP hydrolysis activity; dynein light intermediate chain binding; RNA binding; nucleotide binding; protein binding; identical protein binding",FALSE,TRUE,FALSE,FALSE,1,"extracellular",2
"Q14240","EIF4A2",0.288161805463993,0.645345560609303,6,0.5,0.0941329968490236,66,0.31,65,66,"robust_candidate","EIF4A2","eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]","translation; translational initiation; regulation of translational initiation; cytoplasmic translational initiation; cellular response to leukemia inhibitory factor; negative regulation of RNA-dependent RNA polymerase activity","cytosol; perinuclear region of cytoplasm","ATP binding; nucleic acid binding; RNA helicase activity; RNA binding; hydrolase activity; nucleotide binding; protein binding; helicase activity; translation initiation factor activity; ATP hydrolysis activity",FALSE,FALSE,FALSE,FALSE,0,"intracellular",0
"Q15185","PTGES3",0.498961498046647,0.470752272774601,8,26.1190476190476,0.162915926183631,55,0.73,54,57,"robust_candidate","PTGES3","prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]","telomere maintenance via telomerase; lipid metabolic process; fatty acid metabolic process; prostaglandin biosynthetic process; fatty acid biosynthetic process; prostaglandin metabolic process; protein folding; telomere maintenance; chaperone-mediated protein complex assembly; signal transduction; protein stabilization; telomerase holoenzyme complex assembly; prostanoid biosynthetic process","nucleus; cytoplasm; chromosome, telomeric region; nucleoplasm; cytosol; protein folding chaperone complex; telomerase holoenzyme complex; protein-containing complex","Hsp90 protein binding; isomerase activity; protein binding; prostaglandin-E synthase activity; unfolded protein binding; protein-folding chaperone binding; telomerase activity",FALSE,FALSE,FALSE,FALSE,0,"intracellular",0
"Q15366","PCBP2",0.491318411631759,0.687436296610755,6,0,0.107712479933986,63,0.52,61,63,"robust_candidate","PCBP2","poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]","defense response to virus; immune system process; innate immune response; regulation of transcription by RNA polymerase II; proteasome-mediated ubiquitin-dependent protein catabolic process; negative regulation of defense response to virus; viral RNA genome replication; mRNA metabolic process; cGAS/STING signaling pathway; negative regulation of cGAS/STING signaling pathway; IRES-dependent viral translational initiation","nucleus; cytoplasm; membrane; cytosol; nucleoplasm; focal adhesion; ribonucleoprotein complex","RNA binding; nucleic acid binding; enzyme binding; DNA binding; protein binding; ubiquitin protein ligase binding; mRNA binding; single-stranded DNA binding",FALSE,FALSE,TRUE,FALSE,1,"intracellular",4
"Q9Y230","RUVBL2",0.198600308993019,0.726050198640517,56,130.514386836521,0.269369716735172,40,1.3,36,40,"robust_candidate","RUVBL2","RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]","DNA repair; DNA damage response; chromatin organization; negative regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; regulation of transcription by RNA polymerase II; chromatin remodeling; DNA recombination; regulation of DNA replication; cellular response to UV; positive regulation of double-strand break repair via homologous recombination; negative regulation of canonical Wnt signaling pathway; regulation of DNA strand elongation; establishment of protein localization to chromatin; regulation of chromosome organization; protein stabilization; regulation of DNA repair; positive regulation of DNA-templated transcription; regulation of DNA-templated transcription; protein folding; regulation of apoptotic process; cellular response to estradiol stimulus; regulation of embryonic development; regulation of cell cycle; regulation of double-strand break repair; telomere maintenance; positive regulation of DNA repair; positive regulation of telomere maintenance in response to DNA damage; box C/D snoRNP assembly; telomerase RNA localization to Cajal body","nucleus; cytoplasm; membrane; cytosol; nucleoplasm; centrosome; ciliary basal body; nucleosome; NuA4 histone acetyltransferase complex; MLL1 complex; protein folding chaperone complex; RPAP3/R2TP/prefoldin-like complex; Ino80 complex; Swr1 complex; euchromatin; R2TP complex; ribonucleoprotein complex","ATP binding; ATP hydrolysis activity; ATP-dependent activity, acting on DNA; hydrolase activity; nucleotide binding; protein binding; identical protein binding; helicase activity; transcription corepressor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; beta-catenin binding; DNA helicase activity; chromatin DNA binding; unfolded protein binding; RNA polymerase II core promoter sequence-specific DNA binding; TFIID-class transcription factor complex binding; protein homodimerization activity; ADP binding; ATPase binding",FALSE,FALSE,FALSE,FALSE,0,"intracellular",0
"Q9Y265","RUVBL1",0.273586231404206,0.640775003789487,60,190.629818669713,0.286354631311035,37,1.69,32,38,"weight_sensitive_candidate","RUVBL1","RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]","cell division; DNA repair; DNA damage response; chromatin organization; regulation of transcription by RNA polymerase II; DNA recombination; regulation of DNA replication; positive regulation of double-strand break repair via homologous recombination; chromatin remodeling; telomere maintenance; regulation of DNA repair; positive regulation of DNA repair; regulation of embryonic development; regulation of DNA strand elongation; positive regulation of telomere maintenance in response to DNA damage; positive regulation of canonical Wnt signaling pathway; protein stabilization; positive regulation of DNA-templated transcription; spermatogenesis; regulation of DNA-templated transcription; regulation of apoptotic process; regulation of cell cycle; regulation of double-strand break repair; regulation of chromosome organization; box C/D snoRNP assembly; telomerase RNA localization to Cajal body","nucleus; cytoplasm; nuclear speck; membrane; cytosol; nucleoplasm; cytoskeleton; ciliary basal body; centrosome; nucleosome; NuA4 histone acetyltransferase complex; MLL1 complex; protein folding chaperone complex; RPAP3/R2TP/prefoldin-like complex; ribonucleoprotein complex; Ino80 complex; Swr1 complex; R2TP complex","ATP binding; ATP hydrolysis activity; ATP-dependent activity, acting on DNA; hydrolase activity; nucleotide binding; protein binding; helicase activity; transcription coactivator activity; TFIID-class transcription factor complex binding; ADP binding; ATPase binding; DNA helicase activity; cadherin binding",FALSE,FALSE,FALSE,FALSE,0,"intracellular",0
"Q9Y266","NUDC",-0.0166273068367495,0.97540075271597,4,3.61904761904762,0.0507463271412047,72,0,72,72,"robust_candidate","NUDC","nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]","cell division; protein folding; mitotic metaphase chromosome alignment; mitotic spindle organization; establishment of organelle localization; nuclear migration; response to peptide hormone","cytoplasm; nucleus; cytosol; cytoskeleton; microtubule; spindle; midbody; mitotic spindle; nucleoplasm","protein binding; cadherin binding; unfolded protein binding",FALSE,TRUE,FALSE,FALSE,1,"intracellular",0
